genome_id,BioProject,assembly,assembly_level,assembly_type,biosample,date,genbank,genome_representation,genus,organism,refseq,refseq_category,refseq_genbank_identity,release_type,species,strain,submitter,tax_id
GCF_009862145.1,PRJNA596543,ASM986214v1,Scaffold,na,SAMN13630907,2020-01-13,GCA_009862145.1,full,Streptomyces,Streptomyces sp. SID8356 (high GC Gram+),GCF_009862145.1,,yes,major,sp.,SID8356,University of Wisconsin-Madison,2690340
GCF_009862205.1,PRJNA596543,ASM986220v1,Scaffold,na,SAMN13630904,2020-01-13,GCA_009862205.1,full,Streptomyces,Streptomyces sp. SID8350 (high GC Gram+),GCF_009862205.1,,yes,major,sp.,SID8350,University of Wisconsin-Madison,2690337
GCF_009862215.1,PRJNA596543,ASM986221v1,Scaffold,na,SAMN13630898,2020-01-13,GCA_009862215.1,full,Streptomyces,Streptomyces sp. SID7814 (high GC Gram+),GCF_009862215.1,,yes,major,sp.,SID7814,University of Wisconsin-Madison,2690331
GCF_009862225.1,PRJNA596543,ASM986222v1,Scaffold,na,SAMN13630906,2020-01-13,GCA_009862225.1,full,Streptomyces,Streptomyces sp. SID8354 (high GC Gram+),GCF_009862225.1,,yes,major,sp.,SID8354,University of Wisconsin-Madison,2690339
GCF_009862245.1,PRJNA596543,ASM986224v1,Contig,na,SAMN13630900,2020-01-13,GCA_009862245.1,full,Streptomyces,Streptomyces sp. SID7816 (high GC Gram+),GCF_009862245.1,,yes,major,sp.,SID7816,University of Wisconsin-Madison,2690333
GCF_009862265.1,PRJNA596543,ASM986226v1,Scaffold,na,SAMN13630905,2020-01-13,GCA_009862265.1,full,Streptomyces,Streptomyces sp. SID8352 (high GC Gram+),GCF_009862265.1,,yes,major,sp.,SID8352,University of Wisconsin-Madison,2690338
GCF_009862305.1,PRJNA596543,ASM986230v1,Scaffold,na,SAMN13630916,2020-01-13,GCA_009862305.1,full,Streptomyces,Streptomyces sp. SID8367 (high GC Gram+),GCF_009862305.1,,yes,major,sp.,SID8367,University of Wisconsin-Madison,2690349
GCF_009862315.1,PRJNA596543,ASM986231v1,Contig,na,SAMN13630902,2020-01-13,GCA_009862315.1,full,Kitasatospora,Kitasatospora sp. SID7827 (high GC Gram+),GCF_009862315.1,,yes,major,sp.,SID7827,University of Wisconsin-Madison,2690335
GCF_009862345.1,PRJNA596543,ASM986234v1,Contig,na,SAMN13630901,2020-01-13,GCA_009862345.1,full,Streptomyces,Streptomyces sp. SID7817 (high GC Gram+),GCF_009862345.1,,yes,major,sp.,SID7817,University of Wisconsin-Madison,2690334
GCF_009862355.1,PRJNA596543,ASM986235v1,Contig,na,SAMN13630903,2020-01-13,GCA_009862355.1,full,Streptomyces,Streptomyces sp. SID7834 (high GC Gram+),GCF_009862355.1,,yes,major,sp.,SID7834,University of Wisconsin-Madison,2690336
GCF_009862365.1,PRJNA596543,ASM986236v1,Contig,na,SAMN13630899,2020-01-13,GCA_009862365.1,full,Streptomyces,Streptomyces sp. SID7815 (high GC Gram+),GCF_009862365.1,,yes,major,sp.,SID7815,University of Wisconsin-Madison,2690332
GCF_009862405.1,PRJNA596543,ASM986240v1,Contig,na,SAMN13630852,2020-01-13,GCA_009862405.1,full,Streptomyces,Streptomyces sp. SID4945 (high GC Gram+),GCF_009862405.1,,yes,major,sp.,SID4945,University of Wisconsin-Madison,2690285
GCF_009862415.1,PRJNA596543,ASM986241v1,Scaffold,na,SAMN13630914,2020-01-13,GCA_009862415.1,full,Streptomyces,Streptomyces sp. SID8364 (high GC Gram+),GCF_009862415.1,,yes,major,sp.,SID8364,University of Wisconsin-Madison,2690347
GCF_009862445.1,PRJNA596543,ASM986244v1,Contig,na,SAMN13630897,2020-01-13,GCA_009862445.1,full,Streptomyces,Streptomyces sp. SID7813 (high GC Gram+),GCF_009862445.1,,yes,major,sp.,SID7813,University of Wisconsin-Madison,2690330
GCF_009862465.1,PRJNA596543,ASM986246v1,Contig,na,SAMN13630850,2020-01-13,GCA_009862465.1,full,Streptomyces,Streptomyces sp. SID4941 (high GC Gram+),GCF_009862465.1,,yes,major,sp.,SID4941,University of Wisconsin-Madison,2690283
GCF_009862475.1,PRJNA596543,ASM986247v1,Contig,na,SAMN13630849,2020-01-13,GCA_009862475.1,full,Streptomyces,Streptomyces sp. SID4940 (high GC Gram+),GCF_009862475.1,,yes,major,sp.,SID4940,University of Wisconsin-Madison,2690282
GCF_009862505.1,PRJNA596543,ASM986250v1,Contig,na,SAMN13630895,2020-01-13,GCA_009862505.1,full,Streptomyces,Streptomyces sp. SID7805 (high GC Gram+),GCF_009862505.1,,yes,major,sp.,SID7805,University of Wisconsin-Madison,2690328
GCF_009862515.1,PRJNA596543,ASM986251v1,Contig,na,SAMN13630894,2020-01-13,GCA_009862515.1,full,Streptomyces,Streptomyces sp. SID7804 (high GC Gram+),GCF_009862515.1,,yes,major,sp.,SID7804,University of Wisconsin-Madison,2690327
GCF_009862625.1,PRJNA596543,ASM986262v1,Contig,na,SAMN13630890,2020-01-13,GCA_009862625.1,full,Streptomyces,Streptomyces sp. SID69 (high GC Gram+),GCF_009862625.1,,yes,major,sp.,SID69,University of Wisconsin-Madison,2690323
GCF_009862635.1,PRJNA596543,ASM986263v1,Contig,na,SAMN13630891,2020-01-13,GCA_009862635.1,full,Streptomyces,Streptomyces sp. SID724 (high GC Gram+),GCF_009862635.1,,yes,major,sp.,SID724,University of Wisconsin-Madison,2690324
GCF_009862685.1,PRJNA596543,ASM986268v1,Contig,na,SAMN13630889,2020-01-13,GCA_009862685.1,full,Streptomyces,Streptomyces sp. SID685 (high GC Gram+),GCF_009862685.1,,yes,major,sp.,SID685,University of Wisconsin-Madison,2690322
GCF_009862765.1,PRJNA596543,ASM986276v1,Contig,na,SAMN13630886,2020-01-13,GCA_009862765.1,full,Streptomyces,Streptomyces sp. SID6137 (high GC Gram+),GCF_009862765.1,,yes,major,sp.,SID6137,University of Wisconsin-Madison,2690319
GCF_009862825.1,PRJNA596543,ASM986282v1,Contig,na,SAMN13630866,2020-01-13,GCA_009862825.1,full,Streptomyces,Streptomyces sp. SID5473 (high GC Gram+),GCF_009862825.1,,yes,major,sp.,SID5473,University of Wisconsin-Madison,2690299
GCF_009862845.1,PRJNA596543,ASM986284v1,Contig,na,SAMN13630887,2020-01-13,GCA_009862845.1,full,Streptomyces,Streptomyces sp. SID6139 (high GC Gram+),GCF_009862845.1,,yes,major,sp.,SID6139,University of Wisconsin-Madison,2690320
GCF_009862865.1,PRJNA596543,ASM986286v1,Contig,na,SAMN13630863,2020-01-13,GCA_009862865.1,full,Streptomyces,Streptomyces sp. SID5469 (high GC Gram+),GCF_009862865.1,,yes,major,sp.,SID5469,University of Wisconsin-Madison,2690296
GCF_009862885.1,PRJNA596543,ASM986288v1,Contig,na,SAMN13630862,2020-01-13,GCA_009862885.1,full,Streptomyces,Streptomyces sp. SID5468 (high GC Gram+),GCF_009862885.1,,yes,major,sp.,SID5468,University of Wisconsin-Madison,2690295
GCF_009862925.1,PRJNA596543,ASM986292v1,Scaffold,na,SAMN13630864,2020-01-13,GCA_009862925.1,full,Streptomyces,Streptomyces sp. SID5470 (high GC Gram+),GCF_009862925.1,,yes,major,sp.,SID5470,University of Wisconsin-Madison,2690297
GCF_009862935.1,PRJNA596543,ASM986293v1,Contig,na,SAMN13630865,2020-01-13,GCA_009862935.1,full,Streptomyces,Streptomyces sp. SID5471 (high GC Gram+),GCF_009862935.1,,yes,major,sp.,SID5471,University of Wisconsin-Madison,2690298
GCF_009862965.1,PRJNA596543,ASM986296v1,Scaffold,na,SAMN13630861,2020-01-13,GCA_009862965.1,full,Streptomyces,Streptomyces sp. SID5466 (high GC Gram+),GCF_009862965.1,,yes,major,sp.,SID5466,University of Wisconsin-Madison,2690294
GCF_009862985.1,PRJNA596543,ASM986298v1,Scaffold,na,SAMN13630860,2020-01-13,GCA_009862985.1,full,Streptomyces,Streptomyces sp. SID5464 (high GC Gram+),GCF_009862985.1,,yes,major,sp.,SID5464,University of Wisconsin-Madison,2690293
GCF_009863025.1,PRJNA596543,ASM986302v1,Contig,na,SAMN13630859,2020-01-13,GCA_009863025.1,full,Streptomyces,Streptomyces sp. SID4985 (high GC Gram+),GCF_009863025.1,,yes,major,sp.,SID4985,University of Wisconsin-Madison,2690292
GCF_009863035.1,PRJNA596543,ASM986303v1,Contig,na,SAMN13630858,2020-01-13,GCA_009863035.1,full,Streptomyces,Streptomyces sp. SID4982 (high GC Gram+),GCF_009863035.1,,yes,major,sp.,SID4982,University of Wisconsin-Madison,2690291
GCF_009863045.1,PRJNA596543,ASM986304v1,Contig,na,SAMN13630854,2020-01-13,GCA_009863045.1,full,Streptomyces,Streptomyces sp. SID4948 (high GC Gram+),GCF_009863045.1,,yes,major,sp.,SID4948,University of Wisconsin-Madison,2690287
GCF_009863085.1,PRJNA596543,ASM986308v1,Scaffold,na,SAMN13630856,2020-01-13,GCA_009863085.1,full,Streptomyces,Streptomyces sp. SID4951 (high GC Gram+),GCF_009863085.1,,yes,major,sp.,SID4951,University of Wisconsin-Madison,2690289
GCF_009863095.1,PRJNA596543,ASM986309v1,Contig,na,SAMN13630855,2020-01-13,GCA_009863095.1,full,Streptomyces,Streptomyces sp. SID4950 (high GC Gram+),GCF_009863095.1,,yes,major,sp.,SID4950,University of Wisconsin-Madison,2690288
GCF_009863125.1,PRJNA596543,ASM986312v1,Contig,na,SAMN13630846,2020-01-13,GCA_009863125.1,full,Streptomyces,Streptomyces sp. SID4936 (high GC Gram+),GCF_009863125.1,,yes,major,sp.,SID4936,University of Wisconsin-Madison,2690279
GCF_009863145.1,PRJNA596543,ASM986314v1,Contig,na,SAMN13630847,2020-01-13,GCA_009863145.1,full,Streptomyces,Streptomyces sp. SID4937 (high GC Gram+),GCF_009863145.1,,yes,major,sp.,SID4937,University of Wisconsin-Madison,2690280
GCF_009863155.1,PRJNA596543,ASM986315v1,Scaffold,na,SAMN13630843,2020-01-13,GCA_009863155.1,full,Streptomyces,Streptomyces sp. SID4928 (high GC Gram+),GCF_009863155.1,,yes,major,sp.,SID4928,University of Wisconsin-Madison,2690276
GCF_009863165.1,PRJNA596543,ASM986316v1,Contig,na,SAMN13630848,2020-01-13,GCA_009863165.1,full,Streptomyces,Streptomyces sp. SID4939 (high GC Gram+),GCF_009863165.1,,yes,major,sp.,SID4939,University of Wisconsin-Madison,2690281
GCF_009863175.1,PRJNA596543,ASM986317v1,Contig,na,SAMN13630845,2020-01-13,GCA_009863175.1,full,Streptomyces,Streptomyces sp. SID4934 (high GC Gram+),GCF_009863175.1,,yes,major,sp.,SID4934,University of Wisconsin-Madison,2690278
GCF_009863225.1,PRJNA596543,ASM986322v1,Contig,na,SAMN13630842,2020-01-13,GCA_009863225.1,full,Streptomyces,Streptomyces sp. SID4926 (high GC Gram+),GCF_009863225.1,,yes,major,sp.,SID4926,University of Wisconsin-Madison,2690275
GCF_009863235.1,PRJNA596543,ASM986323v1,Scaffold,na,SAMN13630841,2020-01-13,GCA_009863235.1,full,Streptomyces,Streptomyces sp. SID4925 (high GC Gram+),GCF_009863235.1,,yes,major,sp.,SID4925,University of Wisconsin-Madison,2690274
GCF_009863265.1,PRJNA596543,ASM986326v1,Contig,na,SAMN13630840,2020-01-13,GCA_009863265.1,full,Streptomyces,Streptomyces sp. SID4923 (high GC Gram+),GCF_009863265.1,,yes,major,sp.,SID4923,University of Wisconsin-Madison,2690273
GCF_009863275.1,PRJNA596543,ASM986327v1,Scaffold,na,SAMN13630838,2020-01-13,GCA_009863275.1,full,Streptomyces,Streptomyces sp. SID4920 (high GC Gram+),GCF_009863275.1,,yes,major,sp.,SID4920,University of Wisconsin-Madison,2690271
GCF_009863285.1,PRJNA596543,ASM986328v1,Scaffold,na,SAMN13630839,2020-01-13,GCA_009863285.1,full,Streptomyces,Streptomyces sp. SID4921 (high GC Gram+),GCF_009863285.1,,yes,major,sp.,SID4921,University of Wisconsin-Madison,2690272
GCF_009864805.1,PRJNA596543,ASM986480v1,Contig,na,SAMN13630929,2020-01-13,GCA_009864805.1,full,Streptomyces,Streptomyces sp. SID8382 (high GC Gram+),GCF_009864805.1,,yes,major,sp.,SID8382,University of Wisconsin-Madison,2690362
GCF_009864845.1,PRJNA596543,ASM986484v1,Scaffold,na,SAMN13630926,2020-01-13,GCA_009864845.1,full,Streptomyces,Streptomyces sp. SID8379 (high GC Gram+),GCF_009864845.1,,yes,major,sp.,SID8379,University of Wisconsin-Madison,2690359
GCF_009864855.1,PRJNA596543,ASM986485v1,Scaffold,na,SAMN13630927,2020-01-13,GCA_009864855.1,full,Streptomyces,Streptomyces sp. SID8380 (high GC Gram+),GCF_009864855.1,,yes,major,sp.,SID8380,University of Wisconsin-Madison,2690360
GCF_009864865.1,PRJNA596543,ASM986486v1,Scaffold,na,SAMN13630928,2020-01-13,GCA_009864865.1,full,Streptomyces,Streptomyces sp. SID8381 (high GC Gram+),GCF_009864865.1,,yes,major,sp.,SID8381,University of Wisconsin-Madison,2690361
GCF_009864905.1,PRJNA596543,ASM986490v1,Scaffold,na,SAMN13630925,2020-01-13,GCA_009864905.1,full,Streptomyces,Streptomyces sp. SID8378 (high GC Gram+),GCF_009864905.1,,yes,major,sp.,SID8378,University of Wisconsin-Madison,2690358
GCF_009864915.1,PRJNA596543,ASM986491v1,Scaffold,na,SAMN13630924,2020-01-13,GCA_009864915.1,full,Streptomyces,Streptomyces sp. SID8377 (high GC Gram+),GCF_009864915.1,,yes,major,sp.,SID8377,University of Wisconsin-Madison,2690357
GCF_009864985.1,PRJNA596543,ASM986498v1,Contig,na,SAMN13630931,2020-01-13,GCA_009864985.1,full,Streptomyces,Streptomyces sp. SID8385 (high GC Gram+),GCF_009864985.1,,yes,major,sp.,SID8385,University of Wisconsin-Madison,2690364
GCF_009865035.1,PRJNA596543,ASM986503v1,Contig,na,SAMN13630922,2020-01-13,GCA_009865035.1,full,Streptomyces,Streptomyces sp. SID8375 (high GC Gram+),GCF_009865035.1,,yes,major,sp.,SID8375,University of Wisconsin-Madison,2690355
GCF_009865065.1,PRJNA596543,ASM986506v1,Scaffold,na,SAMN13630920,2020-01-13,GCA_009865065.1,full,Streptomyces,Streptomyces sp. SID8373 (high GC Gram+),GCF_009865065.1,,yes,major,sp.,SID8373,University of Wisconsin-Madison,2690353
GCF_009865075.1,PRJNA596543,ASM986507v1,Scaffold,na,SAMN13630917,2020-01-13,GCA_009865075.1,full,Streptomyces,Streptomyces sp. SID8369 (high GC Gram+),GCF_009865075.1,,yes,major,sp.,SID8369,University of Wisconsin-Madison,2690350
GCF_009865085.1,PRJNA596543,ASM986508v1,Contig,na,SAMN13630918,2020-01-13,GCA_009865085.1,full,Streptomyces,Streptomyces sp. SID8370 (high GC Gram+),GCF_009865085.1,,yes,major,sp.,SID8370,University of Wisconsin-Madison,2690351
GCF_009865125.1,PRJNA596543,ASM986512v1,Scaffold,na,SAMN13630919,2020-01-13,GCA_009865125.1,full,Streptomyces,Streptomyces sp. SID8371 (high GC Gram+),GCF_009865125.1,,yes,major,sp.,SID8371,University of Wisconsin-Madison,2690352
GCF_009865135.1,PRJNA596543,ASM986513v1,Contig,na,SAMN13630921,2020-01-13,GCA_009865135.1,full,Streptomyces,Streptomyces sp. SID8374 (high GC Gram+),GCF_009865135.1,,yes,major,sp.,SID8374,University of Wisconsin-Madison,2690354
GCF_009865165.1,PRJNA596543,ASM986516v1,Contig,na,SAMN13630828,2020-01-13,GCA_009865165.1,full,Streptomyces,Streptomyces sp. SID335 (high GC Gram+),GCF_009865165.1,,yes,major,sp.,SID335,University of Wisconsin-Madison,2690261
GCF_009865175.1,PRJNA596543,ASM986517v1,Contig,na,SAMN13630829,2020-01-13,GCA_009865175.1,full,Streptomyces,Streptomyces sp. SID337 (high GC Gram+),GCF_009865175.1,,yes,major,sp.,SID337,University of Wisconsin-Madison,2690262
GCF_009865205.1,PRJNA596543,ASM986520v1,Contig,na,SAMN13630825,2020-01-13,GCA_009865205.1,full,Streptomyces,Streptomyces sp. SID2999 (high GC Gram+),GCF_009865205.1,,yes,major,sp.,SID2999,University of Wisconsin-Madison,2690258
GCF_009865215.1,PRJNA596543,ASM986521v1,Contig,na,SAMN13630827,2020-01-13,GCA_009865215.1,full,Streptomyces,Streptomyces sp. SID3343 (high GC Gram+),GCF_009865215.1,,yes,major,sp.,SID3343,University of Wisconsin-Madison,2690260
GCF_009865265.1,PRJNA596543,ASM986526v1,Contig,na,SAMN13630836,2020-01-13,GCA_009865265.1,full,Streptomyces,Streptomyces sp. SID4917 (high GC Gram+),GCF_009865265.1,,yes,major,sp.,SID4917,University of Wisconsin-Madison,2690269
GCF_009865275.1,PRJNA596543,ASM986527v1,Contig,na,SAMN13630835,2020-01-13,GCA_009865275.1,full,Streptomyces,Streptomyces sp. SID4915 (high GC Gram+),GCF_009865275.1,,yes,major,sp.,SID4915,University of Wisconsin-Madison,2690268
GCF_009865305.1,PRJNA596543,ASM986530v1,Scaffold,na,SAMN13630837,2020-01-13,GCA_009865305.1,full,Streptomyces,Streptomyces sp. SID4919 (high GC Gram+),GCF_009865305.1,,yes,major,sp.,SID4919,University of Wisconsin-Madison,2690270
GCF_009865325.1,PRJNA596543,ASM986532v1,Scaffold,na,SAMN13630833,2020-01-13,GCA_009865325.1,full,Streptomyces,Streptomyces sp. SID4913 (high GC Gram+),GCF_009865325.1,,yes,major,sp.,SID4913,University of Wisconsin-Madison,2690266
GCF_009865365.1,PRJNA596543,ASM986536v1,Scaffold,na,SAMN13630832,2020-01-13,GCA_009865365.1,full,Streptomyces,Streptomyces sp. SID4912 (high GC Gram+),GCF_009865365.1,,yes,major,sp.,SID4912,University of Wisconsin-Madison,2690265
GCF_009865385.1,PRJNA596543,ASM986538v1,Contig,na,SAMN13630831,2020-01-13,GCA_009865385.1,full,Streptomyces,Streptomyces sp. SID486 (high GC Gram+),GCF_009865385.1,,yes,major,sp.,SID486,University of Wisconsin-Madison,2690264
GCF_009865405.1,PRJNA596543,ASM986540v1,Contig,na,SAMN13630826,2020-01-13,GCA_009865405.1,full,Streptomyces,Streptomyces sp. SID3212 (high GC Gram+),GCF_009865405.1,,yes,major,sp.,SID3212,University of Wisconsin-Madison,2690259
GCF_009865425.1,PRJNA596543,ASM986542v1,Contig,na,SAMN13630830,2020-01-13,GCA_009865425.1,full,Streptomyces,Streptomyces sp. SID3915 (high GC Gram+),GCF_009865425.1,,yes,major,sp.,SID3915,University of Wisconsin-Madison,2690263
GCF_009865465.1,PRJNA596543,ASM986546v1,Contig,na,SAMN13630819,2020-01-13,GCA_009865465.1,full,Streptomyces,Streptomyces sp. SID1 (high GC Gram+),GCF_009865465.1,,yes,major,sp.,SID1,University of Wisconsin-Madison,2690252
GCF_009865475.1,PRJNA596543,ASM986547v1,Contig,na,SAMN13630823,2020-01-13,GCA_009865475.1,full,Streptomyces,Streptomyces sp. SID2888 (high GC Gram+),GCF_009865475.1,,yes,major,sp.,SID2888,University of Wisconsin-Madison,2690256
GCF_009865505.1,PRJNA596543,ASM986550v1,Contig,na,SAMN13630820,2020-01-13,GCA_009865505.1,full,Streptomyces,Streptomyces sp. SID2119 (high GC Gram+),GCF_009865505.1,,yes,major,sp.,SID2119,University of Wisconsin-Madison,2690253
GCF_009865545.1,PRJNA596543,ASM986554v1,Contig,na,SAMN13630822,2020-01-13,GCA_009865545.1,full,Streptomyces,Streptomyces sp. SID2563 (high GC Gram+),GCF_009865545.1,,yes,major,sp.,SID2563,University of Wisconsin-Madison,2690255
GCF_009865565.1,PRJNA596543,ASM986556v1,Contig,na,SAMN13630816,2020-01-13,GCA_009865565.1,full,Streptomyces,Streptomyces sp. SID1046 (high GC Gram+),GCF_009865565.1,,yes,major,sp.,SID1046,University of Wisconsin-Madison,2690249
GCF_009865585.1,PRJNA596543,ASM986558v1,Contig,na,SAMN13630818,2020-01-13,GCA_009865585.1,full,Streptomyces,Streptomyces sp. SID161 (high GC Gram+),GCF_009865585.1,,yes,major,sp.,SID161,University of Wisconsin-Madison,2690251
GCF_009865595.1,PRJNA596543,ASM986559v1,Contig,na,SAMN13630817,2020-01-13,GCA_009865595.1,full,Streptomyces,Streptomyces sp. SID1328 (high GC Gram+),GCF_009865595.1,,yes,major,sp.,SID1328,University of Wisconsin-Madison,2690250
GCF_009865605.1,PRJNA596543,ASM986560v1,Contig,na,SAMN13630815,2020-01-13,GCA_009865605.1,full,Streptomyces,Streptomyces sp. SID1034 (high GC Gram+),GCF_009865605.1,,yes,major,sp.,SID1034,University of Wisconsin-Madison,2690248
GCF_009866455.1,PRJNA306597,ASM986645v1,Scaffold,na,SAMN04357262,2020-01-10,GCA_009866455.1,full,Streptomyces,Streptomyces griseus (high GC Gram+),GCF_009866455.1,,yes,major,griseus,CGMCC 4.18,Zunyi Medical University,1911
GCF_009867075.1,PRJNA454511,ASM986707v1,Complete Genome,na,SAMN09009548,2020-01-14,GCA_009867075.1,full,Streptomyces,Streptomyces sp. NHF165 (high GC Gram+),GCF_009867075.1,,yes,major,sp.,NHF165,"Institute of Oceanology, Chinese Academy of Sciences",2175864
GCF_009870065.1,PRJNA596543,ASM987006v1,Contig,na,SAMN13630876,2020-01-14,GCA_009870065.1,full,Streptomyces,Streptomyces sp. SID5785 (high GC Gram+),GCF_009870065.1,,yes,major,sp.,SID5785,University of Wisconsin-Madison,2690309
GCF_009870085.1,PRJNA596543,ASM987008v1,Scaffold,na,SAMN13630869,2020-01-14,GCA_009870085.1,full,Streptomyces,Streptomyces sp. SID5476 (high GC Gram+),GCF_009870085.1,,yes,major,sp.,SID5476,University of Wisconsin-Madison,2690302
GCF_009870095.1,PRJNA596543,ASM987009v1,Contig,na,SAMN13630872,2020-01-14,GCA_009870095.1,full,Streptomyces,Streptomyces sp. SID5606 (high GC Gram+),GCF_009870095.1,,yes,major,sp.,SID5606,University of Wisconsin-Madison,2690305
GCF_009872515.1,PRJNA596543,ASM987251v1,Contig,na,SAMN13630875,2020-01-14,GCA_009872515.1,full,Streptomyces,Streptomyces sp. SID5770 (high GC Gram+),GCF_009872515.1,,yes,major,sp.,SID5770,University of Wisconsin-Madison,2690308
GCF_009872535.1,PRJNA596543,ASM987253v1,Contig,na,SAMN13630877,2020-01-14,GCA_009872535.1,full,Streptomyces,Streptomyces sp. SID5789 (high GC Gram+),GCF_009872535.1,,yes,major,sp.,SID5789,University of Wisconsin-Madison,2690310
GCF_009872555.1,PRJNA596543,ASM987255v1,Contig,na,SAMN13630874,2020-01-14,GCA_009872555.1,full,Streptomyces,Streptomyces sp. SID5643 (high GC Gram+),GCF_009872555.1,,yes,major,sp.,SID5643,University of Wisconsin-Madison,2690307
GCF_009872565.1,PRJNA596543,ASM987256v1,Contig,na,SAMN13630873,2020-01-14,GCA_009872565.1,full,Streptomyces,Streptomyces sp. SID5614 (high GC Gram+),GCF_009872565.1,,yes,major,sp.,SID5614,University of Wisconsin-Madison,2690306
GCF_009872615.1,PRJNA596543,ASM987261v1,Scaffold,na,SAMN13630871,2020-01-14,GCA_009872615.1,full,Streptomyces,Streptomyces sp. SID5594 (high GC Gram+),GCF_009872615.1,,yes,major,sp.,SID5594,University of Wisconsin-Madison,2690304
